,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL
,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all
,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades
xt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27,-305.3000000000102,-515.9000000000069,7.0,-305.3000000000102,-515.9000000000069,7.0,-305.3000000000102,-515.9000000000069,7.0,-305.3000000000102,-515.9000000000069,7.0,245.74999999997635,-515.9000000000069,7.0,245.74999999997635,-515.9000000000069,7.0,-15.850000000038563,-561.050000000032,6.0,-15.850000000038563,-561.050000000032,6.0,-15.850000000038563,-561.050000000032,6.0,-255.2500000000391,-561.050000000032,6.0,535.199999999948,-316.7000000000271,6.0,295.79999999994743,-316.7000000000271,6.0
2024-02-28,-1534.8500000000213,-1534.8500000000213,6.0,-1534.8500000000213,-1534.8500000000213,6.0,-1249.6500000000124,-1249.6500000000124,6.0,-1249.6500000000124,-1249.6500000000124,6.0,-1534.8500000000213,-1534.8500000000213,6.0,-1249.6500000000124,-1249.6500000000124,6.0,-33.050000000047476,-105.6000000000231,7.0,-33.050000000047476,-105.6000000000231,7.0,-33.15000000004511,-283.0500000000411,7.0,-33.15000000004511,-283.0500000000411,7.0,-91.15000000003147,-105.6000000000231,6.0,194.04999999997744,-105.6000000000231,6.0
2024-02-29,-1516.4500000000307,-1516.4500000000307,7.0,-1516.4500000000307,-1516.4500000000307,7.0,-1516.4500000000307,-1516.4500000000307,7.0,-1516.4500000000307,-1516.4500000000307,7.0,-1516.4500000000307,-1516.4500000000307,7.0,-1516.4500000000307,-1516.4500000000307,7.0,-158.1499999999087,-800.9999999999854,7.0,-158.1499999999087,-800.9999999999854,7.0,-158.1499999999087,-800.9999999999854,7.0,-158.1499999999087,-800.9999999999854,7.0,-1180.7499999999818,-1180.7499999999818,6.0,-1180.7499999999818,-1180.7499999999818,6.0
2024-03-01,2085.6999999999525,-629.4500000000126,7.0,2085.6999999999525,-629.4500000000126,7.0,2085.6999999999525,-629.4500000000126,7.0,2228.399999999966,-629.4500000000126,7.0,2085.6999999999525,-629.4500000000126,7.0,2228.399999999966,-629.4500000000126,7.0,-1563.4999999999754,-1563.4999999999754,7.0,-1563.4999999999754,-1563.4999999999754,7.0,-1563.4999999999754,-1563.4999999999754,7.0,-1563.4999999999754,-1563.4999999999754,7.0,-1311.2000000000235,-1311.2000000000235,6.0,-1311.2000000000235,-1311.2000000000235,6.0
2024-03-04,5052.399999999967,-224.65000000000327,7.0,5052.399999999967,-224.65000000000327,7.0,5052.399999999967,-224.65000000000327,7.0,4952.099999999997,-224.65000000000327,7.0,1670.7499999999309,-224.65000000000327,7.0,1570.4499999999607,-224.65000000000327,7.0,4400.2500000000455,-208.54999999999745,8.0,4400.2500000000455,-208.54999999999745,8.0,4400.2500000000455,-208.54999999999745,8.0,4400.2500000000455,-208.54999999999745,8.0,1293.849999999953,-208.54999999999745,7.0,1293.849999999953,-208.54999999999745,7.0
2024-03-05,763.0499999999538,-1255.5500000000193,7.0,763.0499999999538,-1255.5500000000193,7.0,763.0499999999538,-1255.5500000000193,7.0,763.0499999999538,-1255.5500000000193,7.0,120.2000000000462,-1255.5500000000193,7.0,120.2000000000462,-1255.5500000000193,7.0,40.699999999827924,-1211.199999999988,8.0,40.699999999827924,-1211.199999999988,8.0,40.699999999827924,-1211.199999999988,8.0,40.699999999827924,-1211.199999999988,8.0,184.84999999993852,-1211.199999999988,7.0,184.84999999993852,-1211.199999999988,7.0
2024-03-06,-2250.2500000000728,-2250.2500000000728,7.0,-2250.2500000000728,-2250.2500000000728,7.0,-2250.2500000000728,-2250.2500000000728,7.0,-2250.2500000000728,-2250.2500000000728,7.0,-2250.2500000000728,-2250.2500000000728,7.0,-2250.2500000000728,-2250.2500000000728,7.0,-21.299999999979264,-869.8000000000084,8.0,-21.299999999979264,-869.8000000000084,8.0,-21.299999999979264,-869.8000000000084,8.0,-21.299999999979264,-869.8000000000084,8.0,-21.299999999979264,-869.8000000000084,8.0,-21.299999999979264,-869.8000000000084,8.0
2024-03-07,-37.699999999897045,-785.1499999998487,6.0,-37.699999999897045,-785.1499999998487,6.0,-37.699999999897045,-785.1499999998487,6.0,-353.1999999998716,-785.1499999998487,6.0,934.050000000123,-700.0999999999876,6.0,934.050000000123,-700.0999999999876,6.0,-736.9999999997672,-736.9999999997672,8.0,-736.9999999997672,-736.9999999997672,8.0,-736.9999999997672,-736.9999999997672,8.0,-92.29999999975553,-92.29999999975553,8.0,151.3500000002241,0.0,8.0,796.0500000002357,0.0,8.0
2024-03-08,-725.1500000000524,-1374.499999999969,7.0,264.399999999956,-1374.499999999969,7.0,-725.1500000000524,-1374.499999999969,7.0,-989.6500000000506,-1374.499999999969,7.0,264.399999999956,-1374.499999999969,7.0,-0.10000000004220055,-1374.499999999969,7.0,-3244.749999999982,-3244.749999999982,8.0,-1834.1999999999862,-1834.1999999999862,7.0,-3244.749999999982,-3244.749999999982,8.0,-3244.749999999982,-3244.749999999982,8.0,-1834.1999999999862,-1834.1999999999862,7.0,-1834.1999999999862,-1834.1999999999862,7.0
2024-03-11,-2099.2000000000407,-2099.2000000000407,7.0,-2099.2000000000407,-2099.2000000000407,7.0,-2099.2000000000407,-2099.2000000000407,7.0,-1737.9999999999873,-1737.9999999999873,7.0,-1305.4000000000306,-1332.3500000000222,7.0,-1666.599999999993,-1666.599999999993,7.0,-786.4500000001099,-1079.100000000055,8.0,-786.4500000001099,-1079.100000000055,8.0,-786.4500000001099,-1079.100000000055,8.0,-1147.650000000027,-1147.650000000027,8.0,-389.5500000001048,-710.4500000000462,8.0,-1111.9500000000298,-1111.9500000000298,8.0
2024-03-12,990.2500000000837,-571.2999999999865,7.0,999.3500000000731,-571.2999999999865,7.0,990.2500000000837,-571.2999999999865,7.0,1451.7500000000618,-571.2999999999865,7.0,999.3500000000731,-571.2999999999865,7.0,1460.8500000000513,-571.2999999999865,7.0,1262.4999999999945,-336.6500000000051,8.0,594.0500000000557,-336.6500000000051,8.0,1262.4999999999945,-336.6500000000051,8.0,1867.5999999999422,-336.6500000000051,8.0,594.0500000000557,-336.6500000000051,8.0,1199.1500000000033,-336.6500000000051,8.0
2024-03-13,1176.1999999999953,-1174.1500000000342,7.0,1176.1999999999953,-1174.1500000000342,7.0,1204.800000000001,-1174.1500000000342,7.0,1204.800000000001,-1174.1500000000342,7.0,357.4999999999145,-1174.1500000000342,7.0,386.0999999999203,-1174.1500000000342,7.0,813.4500000000062,-1217.950000000028,8.0,813.4500000000062,-1217.950000000028,8.0,813.4500000000062,-1217.950000000028,8.0,813.4500000000062,-1217.950000000028,8.0,813.4500000000062,-1217.950000000028,8.0,813.4500000000062,-1217.950000000028,8.0
2024-03-14,2272.3999999999032,-540.2500000000273,7.0,2272.3999999999032,-540.2500000000273,7.0,2272.3999999999032,-540.2500000000273,7.0,2272.3999999999032,-540.2500000000273,7.0,641.74999999998,-540.2500000000273,7.0,641.74999999998,-540.2500000000273,7.0,2730.2999999999374,-191.24999999997453,8.0,2730.2999999999374,-191.24999999997453,8.0,2730.2999999999374,-191.24999999997453,8.0,2827.7999999999283,-191.24999999997453,8.0,1731.5500000000557,-191.24999999997453,8.0,1829.0500000000466,-191.24999999997453,8.0
2024-03-15,24.099999999885767,-537.1999999999971,7.0,24.099999999885767,-537.1999999999971,7.0,24.099999999885767,-537.1999999999971,7.0,20.299999999884676,-537.1999999999971,7.0,24.099999999885767,-537.1999999999971,7.0,20.299999999884676,-537.1999999999971,7.0,-2248.050000000034,-2248.050000000034,7.0,-2248.050000000034,-2248.050000000034,7.0,-2248.050000000034,-2248.050000000034,7.0,-2248.050000000034,-2248.050000000034,7.0,-2248.050000000034,-2248.050000000034,7.0,-2248.050000000034,-2248.050000000034,7.0
2024-03-18,131.20000000001346,-164.9499999999498,7.0,131.20000000001346,-164.9499999999498,7.0,131.20000000001346,-164.9499999999498,7.0,131.20000000001346,-164.9499999999498,7.0,131.20000000001346,-164.9499999999498,7.0,131.20000000001346,-164.9499999999498,7.0,-1033.3500000000695,-1033.3500000000695,8.0,-1033.3500000000695,-1033.3500000000695,8.0,-1033.3500000000695,-1033.3500000000695,8.0,-1033.3500000000695,-1033.3500000000695,8.0,-1033.3500000000695,-1033.3500000000695,8.0,-1033.3500000000695,-1033.3500000000695,8.0
2024-03-19,1696.450000000028,-361.9999999999727,7.0,1696.450000000028,-361.9999999999727,7.0,1696.450000000028,-361.9999999999727,7.0,1696.3500000000531,-361.9999999999727,7.0,2604.749999999991,-361.9999999999727,7.0,2483.8500000000076,-361.9999999999727,7.0,1563.0999999999349,-239.1999999999498,8.0,1563.0999999999349,-239.1999999999498,8.0,1563.0999999999349,-239.1999999999498,8.0,1562.99999999996,-239.1999999999498,8.0,2026.399999999916,-239.1999999999498,8.0,2026.299999999941,-239.1999999999498,8.0
2024-03-20,-2486.3500000000604,-2486.3500000000604,7.0,-1944.300000000043,-1944.300000000043,7.0,-1944.300000000043,-1944.300000000043,7.0,-1944.300000000043,-1944.300000000043,7.0,-1900.8000000000939,-1900.8000000000939,7.0,-1358.7500000000764,-1358.7500000000764,7.0,-1733.0500000000993,-1733.0500000000993,8.0,-1191.0000000000819,-1191.0000000000819,8.0,-1191.0000000000819,-1191.0000000000819,8.0,-1191.0000000000819,-1191.0000000000819,8.0,-1943.3000000000047,-1943.3000000000047,8.0,-1401.2499999999873,-1401.2499999999873,8.0
2024-03-21,-3203.8000000000393,-3203.8000000000393,6.0,-3203.8000000000393,-3203.8000000000393,6.0,-3203.8000000000393,-3203.8000000000393,6.0,-3066.5000000000346,-3066.5000000000346,6.0,-1800.9500000000498,-1800.9500000000498,6.0,-1663.650000000045,-1663.650000000045,6.0,298.65000000006694,-2111.3500000000477,7.0,298.65000000006694,-2111.3500000000477,7.0,298.65000000006694,-2111.3500000000477,7.0,435.95000000007167,-2111.3500000000477,7.0,298.65000000006694,-2111.3500000000477,7.0,435.95000000007167,-2111.3500000000477,7.0
2024-03-22,1118.4500000000535,-514.7999999999811,7.0,1118.4500000000535,-514.7999999999811,7.0,1118.4500000000535,-514.7999999999811,7.0,2268.049999999972,-514.7999999999811,7.0,769.7000000000808,-514.7999999999811,7.0,1344.50000000004,-514.7999999999811,7.0,-288.24999999997635,-2206.949999999999,8.0,-288.24999999997635,-2206.949999999999,8.0,-288.24999999997635,-2206.949999999999,8.0,286.5499999999829,-2206.949999999999,8.0,-939.849999999984,-2127.4499999999753,8.0,-939.849999999984,-2127.4499999999753,8.0
2024-03-25,-3153.9500000000535,-3554.400000000025,7.0,-3153.9500000000535,-3554.400000000025,7.0,-3153.9500000000535,-3554.400000000025,7.0,-3476.4500000000444,-3554.400000000025,7.0,-2643.700000000057,-3085.05000000001,7.0,-2966.200000000048,-3085.05000000001,7.0,-3237.9000000000415,-3237.9000000000415,8.0,-3237.9000000000415,-3237.9000000000415,8.0,-3237.9000000000415,-3237.9000000000415,8.0,-3237.9000000000415,-3237.9000000000415,8.0,-3237.9000000000415,-3237.9000000000415,8.0,-3237.9000000000415,-3237.9000000000415,8.0
2024-03-26,-234.90000000000873,-1059.5999999999804,6.0,-234.90000000000873,-1059.5999999999804,6.0,-234.90000000000873,-1059.5999999999804,6.0,-180.799999999992,-1059.5999999999804,6.0,-234.90000000000873,-1059.5999999999804,6.0,-180.799999999992,-1059.5999999999804,6.0,1301.3000000000447,-433.5999999999585,6.0,1301.3000000000447,-433.5999999999585,6.0,1301.3000000000447,-433.5999999999585,6.0,1355.4000000000615,-433.5999999999585,6.0,1301.3000000000447,-433.5999999999585,6.0,1355.4000000000615,-433.5999999999585,6.0
2024-03-27,1592.4500000000317,-1010.449999999988,7.0,1592.4500000000317,-1010.449999999988,7.0,1621.0000000000273,-1010.449999999988,7.0,1621.0000000000273,-1010.449999999988,7.0,847.1500000000342,-1010.449999999988,7.0,1400.5000000000346,-1010.449999999988,7.0,1113.649999999956,-1227.0999999999985,8.0,1113.649999999956,-1227.0999999999985,8.0,64.04999999994652,-1227.0999999999985,8.0,64.04999999994652,-1227.0999999999985,8.0,368.3499999999585,-1227.0999999999985,8.0,-156.4500000000462,-1227.0999999999985,8.0
2024-03-28,4175.199999999837,-406.70000000007167,7.0,4175.199999999837,-406.70000000007167,7.0,4175.199999999837,-406.70000000007167,7.0,3361.899999999856,-406.70000000007167,7.0,3618.349999999942,-406.70000000007167,7.0,2805.049999999961,-406.70000000007167,7.0,772.5999999999603,-229.00000000006366,8.0,772.5999999999603,-229.00000000006366,8.0,772.5999999999603,-229.00000000006366,8.0,772.5999999999603,-229.00000000006366,8.0,772.5999999999603,-229.00000000006366,8.0,772.5999999999603,-229.00000000006366,8.0
2024-04-01,1002.5000000000164,-2935.8500000000076,6.0,1002.5000000000164,-2935.8500000000076,6.0,1002.5000000000164,-2935.8500000000076,6.0,1002.5000000000164,-2935.8500000000076,6.0,-305.6500000000524,-2935.8500000000076,6.0,-305.6500000000524,-2935.8500000000076,6.0,3454.3999999997995,0.0,8.0,3454.3999999997995,0.0,8.0,3454.3999999997995,0.0,8.0,4126.89999999979,0.0,8.0,3295.9999999997253,0.0,8.0,3968.4999999997162,0.0,8.0
2024-04-02,4953.45000000009,-587.5499999999483,7.0,4953.45000000009,-587.5499999999483,7.0,4953.45000000009,-587.5499999999483,7.0,3771.400000000109,-587.5499999999483,7.0,-1461.5499999998738,-1461.5499999998738,7.0,-232.19999999989705,-587.5499999999483,7.0,3693.7000000003027,-611.6999999999862,8.0,3693.7000000003027,-611.6999999999862,8.0,3693.7000000003027,-611.6999999999862,8.0,3693.7000000003027,-611.6999999999862,8.0,1671.400000000307,-611.6999999999862,8.0,1671.400000000307,-611.6999999999862,8.0
2024-04-03,1781.599999999913,-2164.2499999999727,7.0,1781.599999999913,-2164.2499999999727,7.0,1239.7999999999465,-2164.2499999999727,7.0,1239.7999999999465,-2164.2499999999727,7.0,1669.4000000000196,-2164.2499999999727,7.0,1127.6000000000531,-2164.2499999999727,7.0,-1598.3500000000786,-1598.3500000000786,8.0,-1598.3500000000786,-1598.3500000000786,8.0,-1598.3500000000786,-1598.3500000000786,8.0,-1598.3500000000786,-1598.3500000000786,8.0,-1710.549999999972,-1710.549999999972,8.0,-1710.549999999972,-1710.549999999972,8.0
2024-04-04,-2272.149999999896,-2272.149999999896,7.0,-2272.149999999896,-2272.149999999896,7.0,-2272.149999999896,-2272.149999999896,7.0,468.7000000001499,-991.8999999999378,7.0,1354.3000000000811,-991.8999999999378,7.0,2041.7000000001062,-991.8999999999378,7.0,-1118.1999999999389,-1118.1999999999389,8.0,-1118.1999999999389,-1118.1999999999389,8.0,-1118.1999999999389,-1118.1999999999389,8.0,118.65000000006512,-372.2999999999265,8.0,781.7500000000055,-215.04999999990832,8.0,781.7500000000055,-215.04999999990832,8.0
2024-04-05,2708.399999999854,-501.4000000000415,6.0,1708.3499999999804,-501.4000000000415,6.0,2708.399999999854,-501.4000000000415,6.0,2994.099999999851,-501.4000000000415,6.0,1708.3499999999804,-501.4000000000415,6.0,1994.0499999999774,-501.4000000000415,6.0,8201.74999999997,0.0,7.0,7201.700000000097,0.0,7.0,8201.74999999997,0.0,7.0,8487.449999999968,0.0,7.0,7201.700000000097,0.0,7.0,7487.400000000094,0.0,7.0
2024-04-08,1699.4000000001124,-1550.299999999983,6.0,1699.4000000001124,-1550.299999999983,6.0,1699.4000000001124,-1550.299999999983,6.0,1555.2000000000662,-1550.299999999983,6.0,1044.4000000000487,-1550.299999999983,6.0,900.3000000000229,-1550.299999999983,6.0,-325.2000000000007,-2034.3000000000393,8.0,-325.2000000000007,-2702.7000000000426,8.0,-325.2000000000007,-2034.3000000000393,8.0,-469.40000000004693,-2034.3000000000393,8.0,456.79999999997017,-1525.349999999993,8.0,312.69999999994434,-1525.349999999993,8.0
2024-04-09,175.34999999994216,-735.6000000000349,6.0,175.34999999994216,-735.6000000000349,6.0,175.34999999994216,-735.6000000000349,6.0,167.84999999996035,-735.6000000000349,6.0,1344.4999999999782,-735.6000000000349,6.0,1336.9999999999964,-735.6000000000349,6.0,70.75000000011278,-1035.4000000000233,7.0,70.75000000011278,-1035.4000000000233,7.0,70.75000000011278,-1035.4000000000233,7.0,70.75000000011278,-1035.4000000000233,7.0,70.75000000011278,-1035.4000000000233,7.0,70.75000000011278,-1035.4000000000233,7.0
2024-04-10,762.7000000001553,-2358.249999999978,7.0,-1391.2000000000025,-1627.5000000000055,7.0,162.00000000014916,-2358.249999999978,7.0,162.00000000014916,-2358.249999999978,7.0,-790.4999999999964,-1924.7999999999847,7.0,-1391.2000000000025,-1924.7999999999847,7.0,-494.1999999998243,-494.1999999998243,8.0,-1404.299999999881,-1404.299999999881,8.0,-494.1999999998243,-494.1999999998243,8.0,-494.1999999998243,-494.1999999998243,8.0,-1404.299999999881,-1404.299999999881,8.0,-1404.299999999881,-1404.299999999881,8.0
2024-04-11,2187.3000000001193,-700.0999999998767,7.0,2187.3000000001193,-700.0999999998767,7.0,2187.3000000001193,-700.0999999998767,7.0,314.5000000001128,-700.0999999998767,7.0,4189.800000000083,-666.3999999998814,7.0,2317.0000000000764,-666.3999999998814,7.0,5.800000000084765,-42.749999999974534,8.0,5.800000000084765,-42.749999999974534,8.0,5.800000000084765,-42.749999999974534,8.0,5.800000000084765,-42.749999999974534,8.0,887.2000000000698,-42.749999999974534,8.0,887.2000000000698,-42.749999999974534,8.0
2024-04-12,7976.050000000101,0.0,7.0,7976.050000000101,0.0,7.0,7976.050000000101,0.0,7.0,7976.050000000101,0.0,7.0,-8.399999999914144,-8.399999999914144,7.0,-8.399999999914144,-8.399999999914144,7.0,7100.650000000127,-387.1499999999869,8.0,7100.650000000127,-387.1499999999869,8.0,7100.650000000127,-387.1499999999869,8.0,7100.650000000127,-387.1499999999869,8.0,-209.19999999987886,-387.1499999999869,8.0,-209.19999999987886,-387.1499999999869,8.0
2024-04-15,242.09999999996035,-2667.7000000000517,7.0,242.09999999996035,-2667.7000000000517,7.0,242.09999999996035,-2667.7000000000517,7.0,-1321.2000000000207,-2667.7000000000517,7.0,106.60000000009495,-2803.199999999917,7.0,-1456.6999999998861,-2803.199999999917,7.0,5041.199999999884,-1825.300000000041,8.0,5041.199999999884,-1825.300000000041,8.0,5041.199999999884,-1825.300000000041,8.0,3477.8999999999032,-1825.300000000041,8.0,-162.7500000000109,-3404.9499999999844,8.0,-1726.049999999992,-3404.9499999999844,8.0
2024-04-16,-3712.000000000102,-3712.000000000102,7.0,-3712.000000000102,-3712.000000000102,7.0,-3712.000000000102,-3712.000000000102,7.0,-3740.1000000000968,-3740.1000000000968,7.0,-1854.5000000000746,-2826.8000000000284,7.0,-1882.6000000000695,-2826.8000000000284,7.0,-4698.700000000059,-4698.700000000059,8.0,-4698.700000000059,-4698.700000000059,8.0,-4698.700000000059,-4698.700000000059,8.0,-4698.700000000059,-4698.700000000059,8.0,-2841.2000000000317,-2841.2000000000317,8.0,-2841.2000000000317,-2841.2000000000317,8.0
2024-04-17,-381.74999999998727,-3229.55000000001,7.0,-381.74999999998727,-3229.55000000001,7.0,-1832.8999999999942,-3229.55000000001,7.0,-1832.8999999999942,-3229.55000000001,7.0,708.8500000000076,-2331.75000000002,7.0,-742.2999999999993,-2331.75000000002,7.0,-3278.950000000037,-3278.950000000037,8.0,-3278.950000000037,-3278.950000000037,8.0,-3278.950000000037,-3278.950000000037,8.0,-3278.950000000037,-3278.950000000037,8.0,-2188.350000000042,-2188.350000000042,8.0,-2188.350000000042,-2188.350000000042,8.0
2024-04-18,1226.749999999971,-798.8999999999705,7.0,1226.749999999971,-798.8999999999705,7.0,1226.749999999971,-798.8999999999705,7.0,3096.949999999948,-798.8999999999705,7.0,2397.549999999934,-798.8999999999705,7.0,3020.949999999926,-798.8999999999705,7.0,760.7500000000018,-771.0999999999458,8.0,760.7500000000018,-771.0999999999458,8.0,760.7500000000018,-771.0999999999458,8.0,1384.1499999999942,-771.0999999999458,8.0,1346.1499999999833,-771.0999999999458,8.0,1346.1499999999833,-771.0999999999458,8.0
2024-04-19,-820.9499999999862,-1137.4499999999698,6.0,-820.9499999999862,-1137.4499999999698,6.0,-820.9499999999862,-1137.4499999999698,6.0,-820.8499999999658,-1137.4499999999698,6.0,177.55000000002656,-1137.4499999999698,6.0,574.2500000000364,-1137.4499999999698,6.0,2714.4500000001026,0.0,7.0,2714.4500000001026,0.0,7.0,2714.4500000001026,0.0,7.0,3111.1500000001124,0.0,7.0,2714.4500000001026,0.0,7.0,3111.1500000001124,0.0,7.0
2024-04-22,10505.050000000036,0.0,6.0,10505.050000000036,0.0,6.0,10505.050000000036,0.0,6.0,10032.650000000065,0.0,6.0,9190.550000000083,0.0,6.0,8718.150000000112,0.0,6.0,5274.750000000109,0.0,7.0,5274.750000000109,0.0,7.0,5274.750000000109,0.0,7.0,5274.750000000109,0.0,7.0,5274.750000000109,0.0,7.0,5274.750000000109,0.0,7.0
2024-04-23,-4821.549999999988,-4821.549999999988,5.0,-4821.549999999988,-4821.549999999988,5.0,-4821.549999999988,-4821.549999999988,5.0,-4821.549999999988,-4821.549999999988,5.0,-4123.499999999976,-4123.499999999976,5.0,-4123.499999999976,-4123.499999999976,5.0,-3844.450000000028,-4598.499999999976,7.0,-3844.450000000028,-4598.499999999976,7.0,-3844.450000000028,-4598.499999999976,7.0,-3844.5499999999574,-4598.499999999976,7.0,-3146.400000000016,-3900.4499999999643,7.0,-3146.4999999999454,-3900.4499999999643,7.0
2024-04-24,-4797.449999999957,-4797.449999999957,7.0,-4797.449999999957,-4797.449999999957,7.0,-4163.599999999973,-4163.599999999973,7.0,-4163.599999999973,-4163.599999999973,7.0,-3067.2499999999436,-3067.2499999999436,7.0,-2433.3999999999596,-2720.5999999999312,7.0,-3975.29999999993,-3975.29999999993,8.0,-3975.29999999993,-3975.29999999993,8.0,-3975.29999999993,-3975.29999999993,8.0,-3975.29999999993,-3975.29999999993,8.0,-2245.0999999999167,-2245.0999999999167,8.0,-2245.0999999999167,-2245.0999999999167,8.0
2024-04-25,-117.89999999995598,-887.0000000000018,6.0,1904.3500000000295,-887.0000000000018,6.0,-117.89999999995598,-887.0000000000018,6.0,-117.89999999995598,-887.0000000000018,6.0,1904.3500000000295,-887.0000000000018,6.0,1904.3500000000295,-887.0000000000018,6.0,1156.6499999998487,-619.9500000000426,8.0,1277.6499999999432,-619.9500000000426,8.0,1156.6499999998487,-619.9500000000426,8.0,1182.6499999998705,-619.9500000000426,8.0,1277.6499999999432,-619.9500000000426,8.0,1303.649999999965,-619.9500000000426,8.0
2024-04-26,1938.9499999999389,-277.1999999999771,6.0,1938.9499999999389,-277.1999999999771,6.0,1938.9499999999389,-277.1999999999771,6.0,2166.449999999948,-277.1999999999771,6.0,3958.6499999999505,-277.1999999999771,6.0,3958.6499999999505,-277.1999999999771,6.0,2296.9999999998836,-219.7499999999891,8.0,2296.9999999998836,-219.7499999999891,8.0,2296.9999999998836,-219.7499999999891,8.0,2069.4999999998745,-219.7499999999891,8.0,3386.599999999902,-219.7499999999891,8.0,2931.599999999884,-219.7499999999891,8.0
2024-04-29,-3425.4000000000124,-3834.450000000008,7.0,-3425.4000000000124,-3834.450000000008,7.0,-3425.4000000000124,-3834.450000000008,7.0,-2974.400000000036,-3834.450000000008,7.0,-1859.0499999999556,-2061.45000000001,7.0,-1859.0499999999556,-2061.45000000001,7.0,-2492.2500000000637,-2901.3000000000593,8.0,-2492.2500000000637,-2901.3000000000593,8.0,-2492.2500000000637,-2901.3000000000593,8.0,-2041.2500000000873,-2901.3000000000593,8.0,-925.9000000000069,-925.9000000000069,8.0,-925.9000000000069,-925.9000000000069,8.0
2024-04-30,8098.4000000000615,-318.4000000000033,7.0,8098.4000000000615,-318.4000000000033,7.0,8098.4000000000615,-318.4000000000033,7.0,7312.700000000064,-318.4000000000033,7.0,6657.300000000147,-318.4000000000033,7.0,5871.6000000001495,-318.4000000000033,7.0,6520.299999999992,-231.05000000003383,8.0,6520.299999999992,-231.05000000003383,8.0,6520.299999999992,-231.05000000003383,8.0,5734.599999999995,-231.05000000003383,8.0,6007.8000000000375,-231.05000000003383,8.0,5222.10000000004,-231.05000000003383,8.0
2024-05-01,1.2999999997882696,-1625.000000000071,7.0,203.34999999975116,-1625.000000000071,7.0,203.34999999975116,-1625.000000000071,7.0,203.34999999975116,-1625.000000000071,7.0,-1015.7000000001281,-1625.000000000071,7.0,-813.6500000001652,-1625.000000000071,7.0,2956.74999999996,-436.1500000000233,8.0,529.8999999999469,-436.1500000000233,8.0,529.8999999999469,-436.1500000000233,8.0,529.8999999999469,-436.1500000000233,8.0,2529.550000000012,-436.1500000000233,8.0,102.69999999999891,-436.1500000000233,8.0
2024-05-02,5220.749999999976,-866.1999999999935,7.0,5220.749999999976,-866.1999999999935,7.0,5220.749999999976,-866.1999999999935,7.0,5622.449999999959,-866.1999999999935,7.0,4241.55000000003,-866.1999999999935,7.0,4643.250000000013,-866.1999999999935,7.0,3932.0499999999756,-272.29999999997926,8.0,3932.0499999999756,-272.29999999997926,8.0,3932.0499999999756,-272.29999999997926,8.0,3827.1500000000233,-272.29999999997926,8.0,2952.8500000000295,-272.29999999997926,8.0,2847.950000000077,-272.29999999997926,8.0
